,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
SMAH,0.13273288283423731,-0.08724319847953883,0.02204112297219085,-0.1280772823512127,-0.006080364342178984,-0.10878097221668248,-0.12401402658011271,0.2643190926032391,0.09501378138512288,0.35675781774663096,0.2483287613640906,-0.07289882050510971,0.00104263792185599,-0.11750803142556937,-0.005946254496692112,-0.14175020643236882,0.004357018145120064,-0.08467772814648516,0.19195800165091365,-0.2564035968966481,0.14693003862901685,0.21808237856622306,0.05879279440384443,0.10934022935741848,-0.004699230652855571,0.057334183709210756,0.35162487698580414,-0.043736985849996204,0.23789705420842344,0.09571023154005846,-0.19201354617586353,0.13969674117343805,0.13831172297298938,-0.1075464269081599,0.01127744425411081,-0.018816432758473806,-0.13419358744004728,0.17518338799559346,-0.11025224830809834,-0.1611154316962937,0.10185809347421536,-0.018009170494361185,0.08314742950414232,-0.13716089562047426,0.08249655876284258,0.0574551231834494,0.0063667359095860325,0.0048155657828081
NPCK,0.1457693746858984,-0.1861728689460745,0.0198707719248308,-0.107751141817422,-0.09261290443581344,-0.007219930727719913,0.05044118235015932,0.008187517073840935,0.09343890845401977,-0.007502106991977665,-0.020204270530345358,0.1397083200897454,-0.013237505962097355,0.21734777224635363,0.11856162621594613,-0.06804525949894956,-0.11900808610679987,0.10019511950857361,0.20105923816939686,-0.051073068179971585,0.21354864441675162,0.0928454929662915,0.14122514359944585,0.19353318011998066,0.2672379722181498,-0.2580142737650718,-0.23851084910805587,-0.1263749424288324,0.011961330558281061,-0.0772244614010769,-0.16021774269176506,-0.06201347796367633,0.036602649886179,0.30413509685367845,0.0679823348309972,-0.03377444399544532,-0.1643693867022781,-0.10820160278834406,0.12746781166813725,-0.068031696004034,-0.1968726302288112,0.3807864212758531,-0.02984885750500156,0.059477484037509624,-0.04656244862705528,-0.11859656083709474,0.1620265990984699,-0.035077049600510335
MSDP,0.14181974719515522,0.14935806481943167,-0.11765438598295597,0.02173953540109284,0.38124338985522616,0.07456222083436229,-0.09246235487550251,0.028882332605275,0.02556221565000464,0.04736868903638877,-0.009065419784050122,0.09708129208052148,0.053945834434645255,0.09787926463898812,0.07905484462217062,-0.10300893731360496,-0.1998340926986863,0.1513053187595595,-0.05231690610132266,-0.05239860054882775,-0.0770977512085999,0.07032952083853503,0.026502432756203377,0.23479720368737242,-0.10159034595316976,-0.014263485639628674,0.03202794689014676,0.07116502967599991,-0.15929280460146214,-0.005608410142097726,-0.1760549930563505,0.032895198769007025,-0.05677971132183683,0.21884879679302774,0.18056173051196203,0.014943147642572131,0.18824395740470493,0.08456984142232726,0.37486453287440663,-0.008086515066325331,-0.1340735740896374,-0.3209096107001022,-0.07715003277050221,-0.16323351568969133,0.06323247855201553,0.1854733464398066,-0.18228892561497237,-0.15596153205984256
EORC,0.13053480535170384,-0.09436274934351528,0.05675089868620732,-0.1563363199722189,0.03404997458753609,0.2044541534576489,-0.058827409552560245,-0.09174569282423634,-0.06829878247116274,-0.09496232023646513,0.014191682558048013,0.11330050373231931,0.03641193300057873,0.3541652269026071,-0.10667205247871543,0.12147419737153048,0.3359149921199683,0.09713978809764182,-0.1861614222365318,0.03774484655374947,0.05572145872546362,-0.3224456295603845,-0.21561117731817514,0.3795233494331778,0.14625920780480645,0.016632162199347156,0.2722068008652102,0.12729142661268186,0.06400592070400594,-0.005786973935379098,-0.0645232782855612,0.07702720606339371,0.14186807831366585,-0.16849293766745824,0.10246950832528168,-0.09699834745310196,-0.045142282394506454,0.1493645464339415,-0.02450050499466738,0.07109267821270897,0.040103944647823186,0.09007905444383395,-0.03354617789590782,-0.02171846180719922,-0.05370037366990031,-0.0638279389976355,-0.06322336952337138,-0.028661722266139833
CUBO,0.171572949802814,-0.15091322138684002,0.0996997937276499,0.012985799845500271,0.027985334932475684,-0.13221406006389022,-0.002426503206111103,-0.06850142918627611,-0.03606825581412945,0.05156860375815742,-0.20095865924019227,0.004956734523006262,-0.007488491755338171,-0.051619869583703126,0.008315789833278702,0.02070941794677319,-0.13385192257951925,-0.07283418953354251,-0.053344719053943286,0.0877006900920619,-0.004255950887928259,0.037378275325381155,-0.09031301242832276,0.13520143284317235,0.29661065128359276,0.11316731624095433,0.07477757612211665,-0.07088856543676225,0.06971768880152986,-0.06584157413993554,0.05956466849404109,-0.006181543568102711,0.1405369741176587,-0.1173571293821329,-0.28768787593046385,0.21644641269468037,-0.017167788618858575,-0.26252237592099104,-0.0037287325528238707,0.1762849997214195,-0.04003262578667191,0.01680627703358109,-0.037597109837962175,0.22876249933139906,0.12356458213820856,0.45075152823378556,-0.20519360004445145,-0.1758925078419629
HRET,0.12536892720580892,-0.13271278138923837,0.04229181575908092,0.29167242576007146,0.08014302314851364,-0.13407480039473219,0.23955104864358168,-0.011779233806006368,-0.10663260877108102,0.0863283048808832,0.10709434440803738,0.18121030960604634,0.12272163236954471,-0.24534476879287034,0.24224386794974817,0.115059573109154,-0.04829081627841903,0.09565261393054499,0.09485261782840913,0.11058854542306873,-0.08113649868418914,-0.3565873808371956,-0.05469769795259188,0.09442549834204243,-0.19521848339119927,-0.153704359746769,-0.06407181421070124,-0.07677195907512185,0.01829278951918503,-0.07021407069691904,-0.2554208773466326,-0.11457298754164907,0.24210718200107126,-0.08501011203677052,0.032396905325634474,-0.04681134622732259,-0.09819745289860049,-0.039851297470857694,-0.03253724517950848,0.10133950968314216,0.10784468607687243,-0.1578686878476843,0.2470603879746412,-0.010726365853502494,0.03958223902194625,-0.062008264154607244,0.2072373836642937,-0.11024645209477354
ANSO,0.12472760583270058,-0.0764051085155522,-0.028779900612551007,0.00032237942982944257,0.018254613108261066,-0.029387534841574924,-0.31802977724008197,-0.2071936554312368,-0.15922121523213326,-0.2470667006461766,0.09398709658168114,0.0958788472438589,-0.08051092916401834,-0.15457562257798535,-0.153431051217022,0.37589098878859084,-0.12664525851840638,-0.23759224862508999,-0.14296306071135612,-0.20835873544340625,-0.21317178768682568,-0.0673106407139803,0.28351398621345203,0.013510103793045356,0.02074938970490563,-0.22242493109123462,0.14641025377333544,-0.18290124228323523,0.05672745130537271,0.14690815450843336,-0.0902160303680509,-0.03737709790782508,0.01974646659998242,0.18400520074962573,-0.029751690080796717,-0.02869771739048961,0.20313772713327807,0.06652086374623332,-0.07353462883009762,-0.04394445282477924,0.03021108991382103,0.09804938859827352,-0.012302681796947487,-0.024370214875607636,0.08402708432538196,0.004996769164960722,0.04759717218343045,0.0726894276192259
DIHO,0.12497220682888159,0.1127104429462282,-0.12661155646814282,0.27456791876978476,0.04417495985765206,-0.09837233680981242,0.12298608180949787,-0.04233495746607163,0.027718045399056444,-0.2016111291596662,0.1676318414214564,0.17797164805949445,-0.11711364357669142,-0.0597180721783376,-0.14343285234684083,0.26400032762680403,0.01136347263523487,-0.2481256398570176,0.07735214473353737,0.18804640087153787,0.0019972198054262844,0.3504223189385112,-0.0979061992356278,0.19764254873104906,-0.0406466576307131,0.28951612069038246,0.02006736036863142,0.15567618898043392,0.10360166579613628,-0.06590448054486409,0.09436785549939028,-0.016937509659569503,0.09137388852291978,0.06866266438931966,0.1983781282762977,0.0901344717946918,-0.2285599376982903,-0.06261889584331895,0.0013315784126524037,-0.1960949192287529,-0.035608649112955144,0.038546583947349104,-0.11400091721108788,0.017087056073452952,-0.0007898567823460403,-0.06324819226172045,0.04527738872079193,-0.17816923205292956
RTTH,0.08638916231840581,0.18246017411205195,0.22259369632089915,-0.10000583985646708,0.02322289636717597,-0.08195467284357356,-0.16339426481961988,-0.11671529034878128,0.13262659360800141,-0.2174722047349686,0.2221219988317802,0.28138217942426014,-0.07995992842187119,0.2939457348909033,0.021887872601492813,-0.24123846135796967,-0.02909436016338103,0.031131237776494708,0.21848584695923653,-0.007001163394972243,-0.10719440075609486,-0.11761732068882086,-0.1625804794806096,-0.2692147865533516,-0.1870881041997828,0.19296436846167936,-0.06407037970803751,-0.27628321797913097,0.1061659212257098,0.09480244395198864,0.0037210593221348363,0.09484192797316157,0.17941929643424245,-0.009085468941399511,-0.005069890976141474,0.21171688651169315,0.0845149354417775,0.006937352794701259,-0.07208026408575421,0.045843751325760095,-0.05344770190099497,0.002267797856955272,0.007021789174633615,0.07974253752085755,0.13027566654328168,-0.09807841071315569,-0.010665319700054932,-0.08933061486502453
SPLZ,0.1252241954290782,0.17416662208188927,-0.1454271795377353,-0.13438432446820486,0.31918027796015314,-0.08561476067147823,0.06410374019222731,-0.095725842458046,-0.0379465984879837,-0.06457259735070223,-0.004430363952870844,-0.04492376061346999,-0.20874174400191442,0.033838762699735604,-0.09930318799253139,-0.09660124253128899,-0.14405826378659764,0.02746378799295332,-0.20090157725188815,0.14110480131914793,0.25395805907018554,0.062171762850397556,0.17848964910604395,-0.20563649467587045,-0.015569142699504707,0.1271659704414816,0.23360256678874056,-0.05187539269842289,-0.007561850179781298,-0.05293280100519315,0.011768943147483935,0.005682619368969621,0.04055263230588939,-0.11329235640950147,0.06241864898609837,-0.31982796932653546,-0.0878067026948727,-0.11848413659219272,0.1915450630253382,0.23704854756228955,0.07813903340243408,0.1576510563978337,0.2871014187785821,0.1043141720601043,0.016409312520553797,-0.08264030866291111,0.1994182580899087,0.020465429901322447
NWIG,0.13172656520269674,-0.16618255423592937,0.018004851282380798,-0.16005913797851418,-0.043748471371213266,-0.07180523024097962,0.03239443300944562,-0.2042119182530818,0.006214364504537123,0.06407385869079071,-0.3783818640084004,0.0789338602491516,0.005315921380317569,0.09457006319494723,0.25119550060162915,0.08063416092999894,-0.04700238298416671,-0.16886630429531987,-0.002524057835005892,0.10890204173079834,-0.10929367333026649,-0.019316986094770474,0.05214053203707518,-0.26958832876927646,-0.10765629696530615,0.07348910916248114,0.1176842317606006,0.39879014161610415,0.2777872187677764,0.026453135698610034,-0.07976219376701936,0.17678947467160033,0.014060388387828356,0.07672716551781282,-0.09294125007618842,0.032536355477087296,-0.043301601468545774,-0.03086189788727432,0.03546117028070715,-0.10206228753055602,-0.1801019755969304,-0.07098785771670157,0.04580722996166443,-0.2691360384404636,-0.15260285591197387,-0.13713283051368919,0.04473626788554164,-0.0028077600141442893
MMBT,0.0918078018479498,0.1762620281442296,0.32549953632951195,-0.1467047697684989,0.13424754997544588,-0.08772570929940608,0.07599258335871692,-0.022058984146708024,0.02821594300088178,0.16598798851778873,0.14282079007838583,0.11206409036539831,0.2952234653381391,-0.15834185674125045,0.07470257356067361,0.17122287457783109,0.08478352450103457,-0.15365836612778036,-0.11347178941853835,0.12841806417306822,0.23965382996024928,-0.020612380236924632,-0.004993708655827182,0.03716976289547364,-0.07840162578772492,-0.03707603679625305,-0.033975615187977135,-0.027538047948011592,-0.326037010217675,0.19829920772639173,0.2399123101052857,0.18991354826746204,0.0526015682022166,0.1023024347998496,-0.1672219559233057,0.04233904227522562,0.05584108401830677,-0.01960398481376363,0.0857546078466348,-0.1386296589147504,-0.04280599203551254,0.17408101806634155,0.11898798455077784,-0.04104265860147913,-0.1455708218418981,0.029645803611849493,-0.07997591844861311,0.08898986123074033
MDGI,0.11966240724072631,0.1266642092122254,-0.1011115912271308,-0.08258460664623292,-0.21809594440589233,-0.1277209484701173,0.05946969995716449,0.42265645553819664,0.07521909498721221,0.08294097922780541,0.07273965827889244,0.2893277942225756,-0.10388916490885038,0.058361690232081855,-0.062499280484253246,0.03579557039222241,0.013106660570975188,0.054060670169256884,-0.21028974285277732,0.327076107303139,-0.1038736815469916,-0.06912490975067652,0.18200247607488745,-0.15473615570629812,0.18878691576956688,0.06005396349142351,0.0019012514978427241,-0.0679670698967979,0.029522103022442785,0.06854472019273493,-0.24536018645137997,-0.14125326141096914,0.048005892740609825,0.001910344920166519,-0.0039591808971031475,-0.14979824376256992,0.1749922812961815,-0.10187883275507634,-0.12234449417280366,-0.09524949506426524,0.001465162329286549,-0.11868034246649777,-0.11810235849952047,0.03171516460232333,-0.25893237369906824,0.08912144319957914,-0.12775677298509155,0.059746266410789395
AGVF,0.1321076779091882,0.07948624805885611,-0.06555483929781573,0.014204263659198867,-0.05906385276290248,-0.0264555947825947,0.3110573304061418,-0.27984690211586255,-0.00737459828930421,-0.007313203314316359,-0.09683452837146968,0.23391425557519846,-0.18394086043932512,-0.22164169855877805,0.0624033383161181,-0.28587416099727553,0.12038217073576003,0.12461149563904617,0.05999267097391452,-0.1324062584420795,-0.10363474980002463,0.031225312778916565,0.14850687423473016,0.017466158470701282,0.29706329365464873,-0.1511034644277789,0.1322161187730994,-0.1200596902575715,-0.05712112005685409,0.22314371011575324,0.3642390384801513,-0.03598010770681121,0.11437352970045554,-0.0855444710578011,0.12088200237258556,-0.023167919122619247,-0.05576525824438763,0.06201036152654425,-0.02732149938568471,-0.005215368206116389,0.01123461516748055,-0.12515318058846162,-0.10491049442938524,-0.23187539309451924,-0.01757511220174735,-0.0713663940877827,-0.11717069422522747,-0.001163855333624097
RRES,0.11616286841733747,0.20541550935974276,0.35959919676392943,0.003536640718693319,0.0086697247258356,-0.029313155130781424,0.010136174250079046,0.04093387036061945,-0.023104968059302358,-0.009184147693438945,-0.12414127484662366,0.04778366655846896,-0.055185140835195705,0.01368313447268589,0.12206156637884158,-0.03900167763071529,-0.24466935225256883,-0.04456187682477443,0.003773917664872188,-0.16766203112210648,-0.06668352650128706,-0.08713552011617078,0.061950097442632295,0.009366483586363517,-0.11823977004318732,0.029105409761411183,-0.002495504320792493,0.11537810859742832,0.04089266493065167,0.11286036874562447,-0.09848170963471295,-0.05416235552886636,-0.18496887014966706,-0.06717505642131583,0.04045823203674796,-0.2101637900013937,-0.19339169340586868,0.08312292353904079,-0.13825329460861852,0.15917178197699702,-0.10378874214543161,0.17679226111171173,-0.23182641219796074,-0.02984897748201215,0.009741386959130321,0.25921852089189096,0.04809345200743579,-0.08677059465870102
CTGI,0.10124586199066658,0.14703517906960623,0.2733201723712554,0.06647531072331389,-0.018012848864694588,0.06846861104064507,-0.1727963577221312,0.08007166919729569,-0.0947833682694073,-0.19129612265980442,-0.16948453775242006,-0.24671932787058573,-0.08856363583325252,-0.04426731398368274,-0.06268423334291341,-0.17943943585770994,0.015805216770004432,-0.01163926558349995,0.20058991926539213,0.4300393041945025,-0.21321071363862065,-0.014583526866330307,0.15082911712678262,0.10649698319159015,0.1311844290381543,-0.16747384496513157,0.11245687915575862,-0.0823227448186482,-0.0990481874650565,-0.1762437115911002,-0.04815372232380879,0.2635186780188928,-0.0016093749833723224,-0.0380220489634285,0.11060132188540324,0.13209021971859727,-0.11007162877806413,0.044404633105504486,0.03000658548472446,-0.19529094616973056,0.07337583956231672,-0.07264030824470427,0.12615955566411108,-0.04573787834145223,-0.03402510424236337,0.09477933770998345,0.1773778576490513,0.15604579089348294
ALUT,0.11836472444356522,0.13220790718877448,-0.17969470547124403,-0.03556345615441097,0.07968010193641527,0.21140376890201557,-0.1471358690420284,-0.13734269614241568,0.43919721058790995,0.07919333907336058,0.010943738489289053,0.0612617257263826,-0.25506214754358736,-0.14923978331466478,-0.045025052636400636,0.10833813488533629,0.11381618523923158,0.007231045565326196,0.10462122989853388,0.12782357682035503,0.049718068714986144,-0.03481909602217689,-0.07382985129319544,0.06113793391805646,-0.07556833508883268,-0.2521145157761872,-0.10671564068823192,0.007353018136647819,0.15192423157255835,0.12771947941086148,-0.019511958124481123,0.018589744696948574,-0.21482930697170646,0.015464120168966849,-0.3058700663424705,-0.0019274861885380944,-0.23867071541141374,0.12352861673830622,-0.03827656897190602,0.18057801019372616,0.024346122474825063,-0.15507908298528778,0.038879889989024155,0.15270507560540303,-0.10395902376454698,0.11499263271004964,0.058146464349534334,-0.0020523024484851208
ACAC,0.15549508992332375,-0.14946960484307492,0.007038409546585807,-0.21451405595275685,-0.04397995259779389,0.09664814574589986,-0.15047066700983788,-0.03758162041689147,0.00912591509859995,-0.0785843160355946,-0.08423628609717834,0.056860520241162726,0.10941547267669052,-0.028465307345677048,-0.21521911697113194,0.0010283991680307765,-0.27898136032896736,0.0786618384633978,0.03559540200997229,-0.08766572330061409,0.04965845286654261,0.02056595556543232,-0.004878958500193169,-0.04792867124330857,-0.16718678829250058,-0.1348938831758015,-0.14969192694623873,0.14467463097244898,-0.18451363859460373,0.036000490500177035,0.10089307295704752,-0.03893235517711614,-0.0067434927618729495,-0.24482015181167902,0.3389151432390733,-0.09039934161763019,-0.1699781114754343,-0.22272191956804938,-0.2927627043190215,-0.1742547113833903,0.14669525858558682,-0.09721907475898768,0.15107235884908704,0.07602708352216787,-0.12067995290158043,0.054158306645854914,-0.17698249390090204,-0.18042501148414078
SRTX,0.1455937811521531,-0.17998829251111967,0.0672947475734627,-0.13585748878485657,-0.12135823622479767,-0.1857521061018969,0.04734849292254734,-0.10578013329930629,-0.0049048960727109845,0.19084428892084168,-0.027739567510751444,-0.06103907642304846,0.006740929316372907,0.0016311587912782649,-0.28908325044169264,0.09602059399674495,-0.1171766370892087,0.10527911755174289,0.046239830189966996,0.15916012934545645,0.012035164745341808,0.1200589846510554,-0.09991483587593492,-0.009882072448734918,-0.05478411203652269,-0.0871411787478818,-0.052139986267252185,-0.07108633108084227,0.18788543039248926,0.06158614724087524,0.11050302473302685,-0.20863912413848112,-0.06068368236646078,-0.19009369407762483,0.2041061867215118,0.23180457959476386,0.31264364672109435,0.3051801157229029,0.23321533742757145,0.08877437480002312,-0.18654557105281408,-0.00991603209420926,0.15974725278324317,0.04104470690263144,-0.09998811953561651,0.04198406111684265,0.13056394023540574,-0.004395120280384328
