time,market_return,average_absolute_return,cross_sectional_dispersion,positive_asset_fraction,next_market_return,KMeans_regime,GMM_regime,BayesianGMM_regime,GMM_max_probability,BayesianGMM_max_probability
32,0.003704560076443277,0.014227081556624983,0.018211993541638955,0.5294117647058824,-0.009428513069864076,1,1,0,0.8127716668953611,1.0
33,-0.009428513069864076,0.017799618545574047,0.023212458826509585,0.3333333333333333,0.007411594918558024,0,0,0,0.9095949301461698,1.0
34,0.007411594918558024,0.016978729485109215,0.021298369980660686,0.5686274509803921,-0.017539738672207053,1,1,0,0.7606460754252446,1.0
35,-0.017539738672207053,0.02058929916944921,0.01877058255543514,0.1568627450980392,-0.005385141725463371,0,0,0,0.9869836499314155,1.0
36,-0.005385141725463371,0.016838932416979507,0.02196387916964215,0.3137254901960784,0.006251396070287323,0,0,0,0.6706756877594471,1.0
37,0.006251396070287323,0.01701068349622668,0.020867206076876456,0.5882352941176471,0.003008348047246888,1,1,0,0.8005372763325419,1.0
38,0.003008348047246888,0.014427299173283718,0.0190089553079419,0.5490196078431373,-0.0030566305323458626,1,1,0,0.7319900077432864,1.0
39,-0.0030566305323458626,0.014040496438528357,0.016498783645440312,0.43137254901960786,0.006608160743739706,0,0,0,0.8374299289854035,1.0
40,0.006608160743739706,0.016769849641941167,0.020114666616773857,0.5686274509803921,-0.008636531793207697,1,1,0,0.9802683276403146,1.0
41,-0.008636531793207697,0.01713177618499733,0.02123997194799486,0.3333333333333333,0.0026211201972301946,0,0,0,0.7329307021936735,1.0
42,0.0026211201972301946,0.016117141329944466,0.01999369893602749,0.5098039215686274,0.010255956756383728,1,1,0,0.7163957211508046,1.0
43,0.010255956756383728,0.01706278295081837,0.017789813349709305,0.7647058823529411,-0.0002226587360621043,1,1,0,0.8828799677944529,1.0
44,-0.0002226587360621043,0.017458514214913404,0.02162184744407618,0.45098039215686275,-3.923535734521899e-05,0,0,0,0.7363372212602096,1.0
45,-3.923535734521899e-05,0.01811326124484506,0.02402782613077924,0.43137254901960786,-0.011877548875424493,0,1,0,0.8123423080083212,1.0
46,-0.011877548875424493,0.020717949297560444,0.02412359781348252,0.27450980392156865,-0.008130897877659226,0,0,0,0.9599166315122152,1.0
47,-0.008130897877659226,0.015975641459308496,0.01763851165800266,0.29411764705882354,-0.025240594338620248,0,0,0,0.8337462832722358,1.0
48,-0.025240594338620248,0.025885128550373292,0.01771167551491626,0.058823529411764705,-0.008232824979487635,0,0,0,0.9988887431774515,1.0
49,-0.008232824979487635,0.018621205179567044,0.022817221240734948,0.29411764705882354,-0.013041110270336201,0,0,0,0.7948762287364027,1.0
50,-0.013041110270336201,0.018530994232741255,0.020240396309932053,0.3137254901960784,0.0008117023380405054,0,0,0,0.9332576724421782,1.0
51,0.0008117023380405054,0.014879829865961291,0.019164530480441297,0.47058823529411764,0.004130407970735453,0,0,0,0.5977358545867201,1.0
52,0.004130407970735453,0.013570187859243903,0.01670396960352258,0.5294117647058824,-0.013057094768908336,1,1,0,0.5905856648896396,1.0
53,-0.013057094768908336,0.020294381727035057,0.020296517609108423,0.21568627450980393,0.00017455161353014816,0,0,0,0.9696309602714831,1.0
54,0.00017455161353014816,0.01621607478944431,0.022787376038365278,0.5098039215686274,0.0246873667227584,1,1,0,0.6984093858017311,1.0
55,0.0246873667227584,0.027040085108954743,0.02206997640993951,0.8823529411764706,0.003959987119620721,1,1,0,0.9982831567227982,1.0
56,0.003959987119620721,0.01509751482918712,0.01990578863696451,0.5882352941176471,-0.0055763784991584,1,0,0,0.5901572363043055,1.0
57,-0.0055763784991584,0.014043448661465643,0.019577626464783886,0.29411764705882354,0.0034589728479096993,0,0,0,0.9111448646856813,1.0
58,0.0034589728479096993,0.013668415809399257,0.017640587033180284,0.5882352941176471,-0.0028088152892313156,1,1,0,0.689243902231391,1.0
59,-0.0028088152892313156,0.01651523726947098,0.023440211604692476,0.49019607843137253,0.006524985688739334,0,1,0,0.5451205116464387,1.0
60,0.006524985688739334,0.014370211302440181,0.017044172102571725,0.7058823529411765,0.008771732117368085,1,1,0,0.9227054334382985,1.0
61,0.008771732117368085,0.015873505895613232,0.019063105754418986,0.6666666666666666,-0.011605357744707443,1,1,0,0.875579900620177,1.0
62,-0.011605357744707443,0.017708043772947286,0.020853580037909065,0.23529411764705882,-0.011965847751107598,0,0,0,0.9614171865049314,1.0
63,-0.011965847751107598,0.022036574036444066,0.02541166424369498,0.37254901960784315,0.008818838866844314,0,0,0,0.831628433814459,1.0
64,0.008818838866844314,0.01732430625834383,0.019503071902846267,0.6274509803921569,0.007975795910128399,1,1,0,0.8569190143619458,1.0
65,0.007975795910128399,0.020880185439161227,0.026318676482660706,0.5098039215686274,-0.002853542786140993,1,1,0,0.8820299465403328,1.0
66,-0.002853542786140993,0.01733294216317271,0.02621748150444145,0.49019607843137253,0.01121202438532377,0,0,0,0.5538110449702757,1.0
67,0.01121202438532377,0.019207316767561853,0.020083667967468573,0.7450980392156863,-0.005308158671484358,1,1,0,0.9734277134524556,1.0
68,-0.005308158671484358,0.016452041261639596,0.021183591357656583,0.43137254901960786,0.0032516446573494407,0,0,0,0.7126639306148175,1.0
69,0.0032516446573494407,0.015478367650308751,0.0219940409935328,0.5882352941176471,0.006071269561770671,1,1,0,0.6710372275435258,1.0
70,0.006071269561770671,0.017170363328990912,0.02035620923927423,0.5882352941176471,0.008544409961171026,1,1,0,0.9093674115908648,1.0
71,0.008544409961171026,0.017331860207045118,0.02076397709880383,0.5882352941176471,0.002003196128475901,1,1,0,0.8898093566102041,1.0
72,0.002003196128475901,0.01530299784165507,0.020073580912926582,0.5294117647058824,-0.008289310725935237,0,0,0,0.5194142563071706,1.0
73,-0.008289310725935237,0.01780853361305322,0.023103443900206244,0.37254901960784315,-0.007051856529398056,0,0,0,0.789999549352681,1.0
74,-0.007051856529398056,0.015706066567154404,0.020720423991384018,0.35294117647058826,-0.0034757780900286665,0,0,0,0.6649614013617502,1.0
75,-0.0034757780900286665,0.0168408285174559,0.02057071507375606,0.43137254901960786,0.005685291772313385,1,1,0,0.8763667557746943,1.0
76,0.005685291772313385,0.014308140807004826,0.017048587276891736,0.5882352941176471,0.005037231853632569,1,1,0,0.6639482967556758,1.0
77,0.005037231853632569,0.019415546767720133,0.0243357342909499,0.5294117647058824,-0.0052771130176633195,1,1,0,0.6626950118025725,1.0
78,-0.0052771130176633195,0.01930344767745884,0.02413339663400342,0.37254901960784315,-0.012101945807583498,0,0,0,0.8362360269613769,1.0
79,-0.012101945807583498,0.01938986551589181,0.021027212936057773,0.23529411764705882,0.007560478475997555,0,0,0,0.9681327550754439,1.0
80,0.007560478475997555,0.015254885409348757,0.019450879497389616,0.6274509803921569,0.005777040246890693,1,1,0,0.8862643833030561,1.0
81,0.005777040246890693,0.02128030944577609,0.026734820456156175,0.6666666666666666,0.0007269868414391343,1,1,0,0.899131981200979,1.0
82,0.0007269868414391343,0.015038028946757345,0.020319095195613174,0.47058823529411764,-0.016340485520024737,0,0,0,0.6256266093128552,1.0
83,-0.016340485520024737,0.022452389936628923,0.02074811622645405,0.21568627450980393,0.0055441227794339396,0,0,0,0.9907067810300156,1.0
84,0.0055441227794339396,0.01640909338123755,0.020015116203167684,0.6274509803921569,-0.006158315615828802,1,1,0,0.6632899469559336,1.0
85,-0.006158315615828802,0.01780181892622412,0.02285498016930216,0.3333333333333333,-0.006512632099228617,0,0,0,0.8598218438015215,1.0
86,-0.006512632099228617,0.016510878812496972,0.022139116162252306,0.37254901960784315,0.011330289990660814,0,0,0,0.7858251713573051,1.0
87,0.011330289990660814,0.017347765205112622,0.018093673818104256,0.7647058823529411,0.003559784328949207,1,1,0,0.9174024713871589,1.0
88,0.003559784328949207,0.015684397517639007,0.019022468255405774,0.6470588235294118,0.0033435330124006912,1,1,0,0.8989982874947109,1.0
89,0.0033435330124006912,0.020496291543407402,0.027473781394460817,0.6078431372549019,0.011989084423873798,1,1,0,0.8789172670702478,1.0
90,0.011989084423873798,0.016924184262104885,0.01948435421882546,0.7450980392156863,-0.01211835795132136,1,1,0,0.9314371459843747,1.0
91,-0.01211835795132136,0.01576158097304325,0.017220858976566673,0.17647058823529413,0.01265927567640211,0,0,0,0.9546692044690961,1.0
92,0.01265927567640211,0.022988893859405207,0.02918545332281214,0.7254901960784313,0.007785996808522901,1,1,0,0.9892651602903788,1.0
93,0.007785996808522901,0.016505626740767634,0.021505951602128044,0.6862745098039216,-0.005968466769955608,1,1,0,0.7846673581912793,1.0
94,-0.005968466769955608,0.01571369719501197,0.01950768144968783,0.39215686274509803,-0.0036472179146733795,0,0,0,0.5258409319667723,1.0
95,-0.0036472179146733795,0.017344664512539257,0.021594476813728714,0.35294117647058826,-0.005901333041727133,0,0,0,0.8313349806126469,1.0
96,-0.005901333041727133,0.015039025837726849,0.016651667903552995,0.35294117647058826,-0.009208996038982356,0,0,0,0.7315334637174352,1.0
97,-0.009208996038982356,0.01474293532570738,0.017542785351613254,0.29411764705882354,0.004340038776924749,0,0,0,0.889564431034532,1.0
98,0.004340038776924749,0.0186501428114347,0.024559768250721523,0.6274509803921569,0.0023747881577936072,1,1,0,0.8126391122362894,1.0
99,0.0023747881577936072,0.015046524185464255,0.019865910693643376,0.5686274509803921,-0.0034445718190879346,1,1,0,0.5685149781974911,1.0
100,-0.0034445718190879346,0.015262580217736741,0.021236324515562156,0.39215686274509803,-0.0022957052198993542,0,0,0,0.6010054824036507,1.0
101,-0.0022957052198993542,0.0161248502196085,0.022027145472856353,0.49019607843137253,0.007047695501912001,0,1,0,0.5167559233315966,1.0
102,0.007047695501912001,0.016459093717538825,0.01898334700552643,0.6862745098039216,-0.008113622781642646,1,1,0,0.856870795563825,1.0
103,-0.008113622781642646,0.018032762199019402,0.02187828211355399,0.29411764705882354,-0.006641041971734259,0,0,0,0.9332269048987643,1.0
104,-0.006641041971734259,0.014633700146452537,0.016969203132039503,0.3333333333333333,0.014710421089843901,0,0,0,0.8509225170895242,1.0
105,0.014710421089843901,0.0210598793625675,0.02700685565148949,0.7254901960784313,0.0035036243885405737,1,1,0,0.9740960629788145,1.0
106,0.0035036243885405737,0.01525349833570896,0.021618795153998685,0.5490196078431373,0.004975667814807895,1,1,0,0.6766440580782612,1.0
107,0.004975667814807895,0.014176970435576863,0.017252983324437532,0.5882352941176471,-0.017582247942261497,1,1,0,0.8602933454939702,1.0
108,-0.017582247942261497,0.023620051459350765,0.021342120693038782,0.17647058823529413,-0.01896828565320642,0,0,0,0.9948881130139856,1.0
109,-0.01896828565320642,0.023820967212434496,0.025399533872140587,0.19607843137254902,-0.008989528883303342,0,0,0,0.9840175682626371,1.0
110,-0.008989528883303342,0.016587027009457182,0.01862166320822958,0.29411764705882354,0.00041079275041370144,0,0,0,0.9534722236311751,1.0
111,0.00041079275041370144,0.017059778790228176,0.021709233045738973,0.5098039215686274,0.004667181967437454,1,1,0,0.6347043602018367,1.0
112,0.004667181967437454,0.015607335647457234,0.020523713850234715,0.6078431372549019,0.022945392146950242,1,1,0,0.7881846523571946,1.0
113,0.022945392146950242,0.024121043256771026,0.023070262413200673,0.8823529411764706,0.02104493495641327,1,1,0,0.9879153507755294,1.0
114,0.02104493495641327,0.0240353702274909,0.019410981354059494,0.8431372549019608,0.0004932176701251188,1,1,0,0.9798597471379367,1.0
115,0.0004932176701251188,0.016142314127135217,0.02095261795284851,0.45098039215686275,-0.00432276991340063,1,1,0,0.6470877987040451,1.0
116,-0.00432276991340063,0.017281610467180155,0.02165099047654312,0.37254901960784315,0.007399198648102299,0,0,0,0.8798448987085061,1.0
117,0.007399198648102299,0.016949991697903722,0.019145404891027798,0.6862745098039216,0.0022296625822698754,1,1,0,0.7890035599341201,1.0
118,0.0022296625822698754,0.019462774781871906,0.026186585185646778,0.4117647058823529,-0.0023418472683073787,0,1,0,0.5535686065780333,1.0
119,-0.0023418472683073787,0.017815686465733414,0.0223852211087336,0.43137254901960786,-0.014939354477557086,0,1,0,0.5130771569362919,1.0
120,-0.014939354477557086,0.01732240290332265,0.016980018869894933,0.21568627450980393,-0.006510672800245475,0,0,0,0.9805628779421753,1.0
121,-0.006510672800245475,0.01816026756806832,0.0260630414846221,0.45098039215686275,-0.015684997276458296,0,0,0,0.7948854451254157,1.0
122,-0.015684997276458296,0.02039689001925175,0.02103225837670917,0.11764705882352941,-0.003536636446575203,0,0,0,0.9784596534301894,1.0
123,-0.003536636446575203,0.01687680831174355,0.0227253404699336,0.37254901960784315,0.013179168238166943,0,0,0,0.8414891649517917,1.0
124,0.013179168238166943,0.019556762571926414,0.02102312637416535,0.7450980392156863,0.005644636774923646,1,1,0,0.9588247603718397,1.0
125,0.005644636774923646,0.01514386174011116,0.019651303482656913,0.5686274509803921,0.011912050205206465,1,1,0,0.7085501817179198,1.0
126,0.011912050205206465,0.020136377230321342,0.02332469152788795,0.7058823529411765,0.005526248895568726,1,1,0,0.9754707521491914,1.0
127,0.005526248895568726,0.013742585100980653,0.016964539366620082,0.5882352941176471,-0.0027392671611517843,1,1,0,0.7602184653440772,1.0
128,-0.0027392671611517843,0.015710353813202235,0.019588443074649447,0.43137254901960786,0.004942276959369325,0,0,0,0.6750322414087876,1.0
129,0.004942276959369325,0.014268631083061593,0.018867940693021633,0.5490196078431373,-0.0058227717019781544,1,1,0,0.8344249662424356,1.0
130,-0.0058227717019781544,0.01739782585154048,0.020664814690971298,0.43137254901960786,0.007683213302608472,0,0,0,0.5366063950157376,1.0
131,0.007683213302608472,0.018291939759953166,0.021377259967232533,0.6078431372549019,0.01092128867055731,1,1,0,0.8744142716824004,1.0
132,0.01092128867055731,0.018079495648023608,0.022854469408421858,0.5882352941176471,0.006371210406917053,1,1,0,0.7808253002603295,1.0
133,0.006371210406917053,0.01518979673239423,0.01924621327874116,0.5686274509803921,0.0006036035057457334,1,1,0,0.8432374301941468,1.0
134,0.0006036035057457334,0.016546500342363307,0.02084664522015283,0.49019607843137253,-0.00107941788020767,0,0,0,0.5583454243478946,1.0
135,-0.00107941788020767,0.015238343376387617,0.020568813145454758,0.3333333333333333,0.022096515874170816,0,0,0,0.5907176141231986,1.0
136,0.022096515874170816,0.026229414993760854,0.022285032221051125,0.8235294117647058,0.002220429314874306,1,1,0,0.9935698707512067,1.0
137,0.002220429314874306,0.01390853516945416,0.018452648426798897,0.5294117647058824,0.010286430706350224,1,1,0,0.6367875806974697,1.0
138,0.010286430706350224,0.01737468357620133,0.019542811302570105,0.7058823529411765,-0.004050838591591216,1,1,0,0.9712758051968757,1.0
139,-0.004050838591591216,0.015413804947500546,0.020748257769452307,0.43137254901960786,-0.006840599563169472,0,0,0,0.5363567209066181,1.0
140,-0.006840599563169472,0.01700125529381125,0.02020252483228103,0.29411764705882354,-0.006803427099018033,0,0,0,0.8962617575116242,1.0
141,-0.006803427099018033,0.01758978956315676,0.021529287390732912,0.29411764705882354,0.007329262571739091,0,0,0,0.8839132623961631,1.0
142,0.007329262571739091,0.01762762385049029,0.023114298745015385,0.5490196078431373,0.00992005748757744,1,1,0,0.9025293223406211,1.0
143,0.00992005748757744,0.01579639285288803,0.017485509928420302,0.7254901960784313,-0.007910825368464562,1,1,0,0.935855647459671,1.0
144,-0.007910825368464562,0.019987730706879422,0.02703545847883334,0.43137254901960786,-0.013523911942731203,0,0,0,0.9228463718411619,1.0
145,-0.013523911942731203,0.021601205580371593,0.022346093132004974,0.2549019607843137,-0.015554165613576615,0,0,0,0.9393472398550077,1.0
146,-0.015554165613576615,0.020254195868592763,0.018535402666835,0.19607843137254902,-0.01632132561002765,0,0,0,0.9824749086731444,1.0
147,-0.01632132561002765,0.01948043528037646,0.019060254207075807,0.17647058823529413,0.003097928825403008,0,0,0,0.9664989038038436,1.0
148,0.003097928825403008,0.017147002432869977,0.020948209154260735,0.5490196078431373,0.003618528102253119,1,1,0,0.9371167882070669,1.0
149,0.003618528102253119,0.014464095336853805,0.018519730848269605,0.6274509803921569,-0.01732416732340434,1,1,0,0.614161266811381,1.0
150,-0.01732416732340434,0.021246124833986527,0.017905886181658986,0.13725490196078433,0.0002866407463820632,0,0,0,0.9936685815749272,1.0
151,0.0002866407463820632,0.014901786027246766,0.018869637684813183,0.47058823529411764,0.011817301818835708,0,0,0,0.6603279854579439,1.0
152,0.011817301818835708,0.019354941961428423,0.024180509313547028,0.6666666666666666,-0.005265293672347644,1,1,0,0.8943732169476999,1.0
153,-0.005265293672347644,0.015773067349162947,0.019207058595700387,0.3333333333333333,0.014906484858260542,0,0,0,0.8801598645654585,1.0
154,0.014906484858260542,0.018813862958283557,0.0183026796790345,0.7647058823529411,-0.022352281247003277,1,1,0,0.9543361382549033,1.0
155,-0.022352281247003277,0.024372664799423575,0.017012978403582485,0.0784313725490196,-0.001985359899911859,0,0,0,0.9968694153773608,1.0
156,-0.001985359899911859,0.01590105165699789,0.02105901862150933,0.47058823529411764,-0.005648814942167807,0,0,0,0.7009160458890171,1.0
157,-0.005648814942167807,0.013736656357225378,0.016152133489303878,0.27450980392156865,0.0032725750704972246,0,0,0,0.8764177705906181,1.0
158,0.0032725750704972246,0.01871997837219389,0.02294963925298391,0.5686274509803921,0.02369745099735918,1,1,0,0.8621124680009095,1.0
159,0.02369745099735918,0.025227696018412935,0.018863675172830427,0.9411764705882353,0.0016643277313720852,1,1,0,0.9938659468854012,1.0
160,0.0016643277313720852,0.015195349219777558,0.019545907175066976,0.49019607843137253,0.00017864700128960586,1,1,0,0.7140637097884479,1.0
161,0.00017864700128960586,0.017389603547725722,0.02358531945325527,0.4117647058823529,-0.015452423420553333,0,1,0,0.6700835068202956,1.0
162,-0.015452423420553333,0.022258426462675274,0.02387672562586119,0.23529411764705882,-0.002521879814711769,0,0,0,0.9265984969882539,1.0
163,-0.002521879814711769,0.016324044292778294,0.020843942147018926,0.37254901960784315,0.006658784539722142,0,0,0,0.6268311936534053,1.0
164,0.006658784539722142,0.01910309304316951,0.024875640353994862,0.7058823529411765,-0.0008038473706522912,1,1,0,0.9720436282767679,1.0
165,-0.0008038473706522912,0.017636160805879878,0.0230768904049383,0.45098039215686275,-0.014762021495844517,0,1,0,0.5468880591579258,1.0
166,-0.014762021495844517,0.021447256526418344,0.023102066553128006,0.23529411764705882,0.011268579899607452,0,0,0,0.8677669488656485,1.0
167,0.011268579899607452,0.018071109475436047,0.01944700439720199,0.6862745098039216,0.009464826096894738,1,1,0,0.9546236413386668,1.0
168,0.009464826096894738,0.020486678668108372,0.023706255626007488,0.7058823529411765,-0.00754767917502481,1,1,0,0.9640943413510477,1.0
169,-0.00754767917502481,0.016624445329499315,0.020606606485271545,0.35294117647058826,-0.00441732951727624,0,0,0,0.6600087511836391,1.0
170,-0.00441732951727624,0.012614062952911648,0.015227250821371973,0.35294117647058826,0.0043703404114677855,0,0,0,0.7471422519011198,1.0
171,0.0043703404114677855,0.016664147944968864,0.020883024064386448,0.5490196078431373,0.012332716560953156,1,1,0,0.7997795567030881,1.0
172,0.012332716560953156,0.019997976925920147,0.026069343227321583,0.7254901960784313,0.012395119315786397,1,1,0,0.953353507258888,1.0
173,0.012395119315786397,0.019197078967600506,0.022572379702322825,0.7058823529411765,0.006891944401423066,1,1,0,0.917368506920916,1.0
174,0.006891944401423066,0.014609839726754927,0.017049443210458717,0.5882352941176471,-0.001138162784190594,1,1,0,0.7004008671170577,1.0
175,-0.001138162784190594,0.015159575355027452,0.019174878974386547,0.45098039215686275,0.015170697573553743,0,0,0,0.6852205510387335,1.0
176,0.015170697573553743,0.018437789609484476,0.016360413223710287,0.7843137254901961,-0.010691052990676986,1,1,0,0.9849696358985077,1.0
177,-0.010691052990676986,0.01792411387475342,0.0200073559159703,0.2549019607843137,-0.011058041166407663,0,0,0,0.8935087659259916,1.0
178,-0.011058041166407663,0.019317845030908592,0.020248215216144488,0.27450980392156865,-0.00029925237394345065,0,0,0,0.9279159807899898,1.0
179,-0.00029925237394345065,0.013436315907448555,0.01775403273549557,0.45098039215686275,0.017066681018640898,0,1,0,0.6000257014908416,1.0
180,0.017066681018640898,0.022105240245786365,0.022397180836387802,0.7647058823529411,-0.0030100711764813326,1,1,0,0.9777342520302065,1.0
181,-0.0030100711764813326,0.016989361944781782,0.02098108993099954,0.37254901960784315,0.009005859752989382,0,0,0,0.8615454859778174,1.0
182,0.009005859752989382,0.015030350366636275,0.018442991965623927,0.7058823529411765,0.005198260895262077,1,1,0,0.9141667489395269,1.0
183,0.005198260895262077,0.018145215456173605,0.023637849207106244,0.6470588235294118,-0.0036402490096245936,1,1,0,0.9284894885457831,1.0
184,-0.0036402490096245936,0.014587247846504475,0.018436447567753075,0.4117647058823529,-0.0006749552125861882,0,1,0,0.6360313599945968,1.0
185,-0.0006749552125861882,0.016479154134656022,0.02023690428710209,0.43137254901960786,0.0077212197774340725,0,0,0,0.6103267750651703,1.0
186,0.0077212197774340725,0.015205007392776677,0.020698876494019025,0.6274509803921569,0.009690516106167574,1,1,0,0.9111481779233653,1.0
187,0.009690516106167574,0.015397781231984759,0.018049293532366555,0.6666666666666666,0.006132207150037653,1,1,0,0.8856411809417453,1.0
188,0.006132207150037653,0.020488120121795465,0.025107368685954336,0.5686274509803921,0.014292023130890294,1,1,0,0.9108695663819237,1.0
189,0.014292023130890294,0.021496296621350136,0.022110521825495406,0.7254901960784313,-0.0033922522927891793,1,1,0,0.9959227734045953,1.0
190,-0.0033922522927891793,0.014124743507741944,0.01721992782050035,0.47058823529411764,-0.008933606860500114,0,0,0,0.6430432658045344,1.0
191,-0.008933606860500114,0.015396153788260758,0.016532791379654924,0.35294117647058826,0.009636977979505398,0,0,0,0.9493061213554748,1.0
192,0.009636977979505398,0.020658897888693524,0.024508308680523904,0.6470588235294118,0.014012673417783126,1,1,0,0.9604678900594753,1.0
193,0.014012673417783126,0.021025275464863644,0.02255663744031918,0.7254901960784313,-0.00745825816086083,1,1,0,0.968637362913947,1.0
194,-0.00745825816086083,0.015345368315598962,0.020581250957700775,0.3333333333333333,0.01657584450487346,0,0,0,0.7691889858703104,1.0
195,0.01657584450487346,0.023882568869250474,0.024375028775682227,0.803921568627451,0.01466039130595058,1,1,0,0.993161472983617,1.0
196,0.01466039130595058,0.019214067596502273,0.021956637845580135,0.7647058823529411,0.008967249171160119,1,1,0,0.9686182990613409,1.0
197,0.008967249171160119,0.01933693404377163,0.024269010857641774,0.7058823529411765,0.007411648317818798,1,1,0,0.9534849341372407,1.0
198,0.007411648317818798,0.016803463822984806,0.02257787118528482,0.6078431372549019,0.00027805097297687036,1,1,0,0.9086518990558653,1.0
199,0.00027805097297687036,0.013863548434279198,0.01838460507470286,0.5098039215686274,0.005540229556077226,1,1,0,0.5649411295012806,1.0
200,0.005540229556077226,0.01655241613535203,0.019424987404599543,0.6274509803921569,0.0075967653829946075,1,1,0,0.8533591309449925,1.0
201,0.0075967653829946075,0.01732171759649031,0.021682392919152107,0.5882352941176471,-0.001255325989961395,1,1,0,0.8694248557041775,1.0
202,-0.001255325989961395,0.016762317725297488,0.02064364860138838,0.43137254901960786,-0.00990876663260938,0,0,0,0.7187881266790589,1.0
203,-0.00990876663260938,0.016506387340306745,0.020255423697859463,0.2549019607843137,0.01822941557158413,0,0,0,0.881808463553673,1.0
204,0.01822941557158413,0.021556224808003364,0.019487324563460796,0.8823529411764706,0.00127077370428245,1,1,0,0.9841445954792598,1.0
205,0.00127077370428245,0.015366377205394471,0.019208695773199443,0.5490196078431373,-0.003834432020100948,1,0,0,0.5642165315352593,1.0
